FID,FID_1,MMSI,IMONumber,VesselType,Latitude,Longitude,PositionTi,Vessel_Len,Vessel_Bre,POI_Name,POIDistanc,IsSat,OBJECTID,Shape_Leng,RiverMile,Distance
5352,7468,367441040,275817,WIG,40.64614167,-80.50015833,2014-02-17 02:01:01.623,35,8,"Montgomery Locks & Dam, Ohio River, PA",5.2,N,46,0.01450118,46,0.00140555
5353,7469,367441040,275817,WIG,40.64614333,-80.500165,2014-02-17 02:30:31.037,35,8,"Montgomery Locks & Dam, Ohio River, PA",5.2,N,46,0.01450118,46,0.00140766
5354,7470,367441040,275817,WIG,40.64613833,-80.50016333,2014-02-17 03:00:59.997,35,8,"Montgomery Locks & Dam, Ohio River, PA",5.2,N,46,0.01450118,46,0.00140256
5355,7471,367441040,275817,WIG,40.64614,-80.50015667,2014-02-17 03:30:20.850,35,8,"Montgomery Locks & Dam, Ohio River, PA",5.2,N,46,0.01450118,46,0.00140377
5356,7472,367441040,275817,WIG,40.64614,-80.50016,2014-02-17 04:00:11.737,35,8,"Montgomery Locks & Dam, Ohio River, PA",5.2,N,46,0.01450118,46,0.001404
5357,7473,367441040,275817,WIG,40.64613833,-80.50016,2014-02-17 04:30:30.930,35,8,"Montgomery Locks & Dam, Ohio River, PA",5.2,N,46,0.01450118,46,0.00140233
5358,7474,367441040,275817,WIG,40.64613833,-80.50015833,2014-02-17 05:00:29.873,35,8,"Montgomery Locks & Dam, Ohio River, PA",5.2,N,46,0.01450118,46,0.00140222
5359,7475,367441040,275817,WIG,40.646145,-80.50016,2014-02-17 05:30:50.350,35,8,"Montgomery Locks & Dam, Ohio River, PA",5.2,N,46,0.01450118,46,0.00140899
5360,7476,367441040,275817,WIG,40.64615167,-80.50015833,2014-02-17 06:00:50.043,35,8,"Montgomery Locks & Dam, Ohio River, PA",5.2,N,46,0.01450118,46,0.00141553
5361,7477,367441040,275817,WIG,40.64613833,-80.50016167,2014-02-17 06:30:31.177,35,8,"Montgomery Locks & Dam, Ohio River, PA",5.2,N,46,0.01450118,46,0.00140244
5362,7478,367441040,275817,WIG,40.64614333,-80.50015667,2014-02-17 07:01:00.917,35,8,"Montgomery Locks & Dam, Ohio River, PA",5.2,N,46,0.01450118,46,0.0014071
5363,7479,367441040,275817,WIG,40.64614167,-80.50015667,2014-02-17 07:30:20.533,35,8,"Montgomery Locks & Dam, Ohio River, PA",5.2,N,46,0.01450118,46,0.00140544
5364,7480,367441040,275817,WIG,40.64612833,-80.50016,2014-02-17 08:00:00.680,35,8,"Montgomery Locks & Dam, Ohio River, PA",5.2,N,46,0.01450118,46,0.00139235
5365,7481,367441040,275817,WIG,40.64614333,-80.500155,2014-02-17 08:30:01.280,35,8,"Montgomery Locks & Dam, Ohio River, PA",5.2,N,46,0.01450118,46,0.00140698
5366,7482,367441040,275817,WIG,40.64614167,-80.500185,2014-02-17 09:00:40.740,35,8,"Montgomery Locks & Dam, Ohio River, PA",5.2,N,46,0.01450118,46,0.00140735
5367,7483,367441040,275817,WIG,40.64610833,-80.50020833,2014-02-17 09:30:39.903,35,8,"Montgomery Locks & Dam, Ohio River, PA",5.2,N,46,0.01450118,46,0.00137565
5368,7484,367441040,275817,WIG,40.64613667,-80.500165,2014-02-17 10:00:00.860,35,8,"Montgomery Locks & Dam, Ohio River, PA",5.2,N,46,0.01450118,46,0.00140101
5369,7485,367441040,275817,WIG,40.64613667,-80.50016,2014-02-17 10:30:41.260,35,8,"Montgomery Locks & Dam, Ohio River, PA",5.2,N,46,0.01450118,46,0.00140068
5370,7486,367441040,275817,WIG,40.64613,-80.50015833,2014-02-17 11:00:31.360,35,8,"Montgomery Locks & Dam, Ohio River, PA",5.2,N,46,0.01450118,46,0.00139391
5371,7487,367441040,275817,WIG,40.64613,-80.50016,2014-02-17 11:30:50.150,35,8,"Montgomery Locks & Dam, Ohio River, PA",5.2,N,46,0.01450118,46,0.00139402
5372,7488,367441040,275817,WIG,40.646135,-80.50016667,2014-02-17 12:00:39.920,35,8,"Montgomery Locks & Dam, Ohio River, PA",5.2,N,46,0.01450118,46,0.00139946
5373,7489,367441040,275817,WIG,40.64613667,-80.50016333,2014-02-17 12:30:22.247,35,8,"Montgomery Locks & Dam, Ohio River, PA",5.2,N,46,0.01450118,46,0.0014009
5374,7490,367441040,275817,WIG,40.64613833,-80.50014,2014-02-17 13:00:30.073,35,8,"Montgomery Locks & Dam, Ohio River, PA",5.2,N,46,0.01450118,46,0.00140098
5375,7491,367441040,275817,WIG,40.64614167,-80.50016333,2014-02-17 13:30:00.203,35,8,"Montgomery Locks & Dam, Ohio River, PA",5.2,N,46,0.01450118,46,0.00140589
5376,7492,367441040,275817,WIG,40.64612833,-80.500155,2014-02-17 14:00:10.773,35,8,"Montgomery Locks & Dam, Ohio River, PA",5.2,N,46,0.01450118,46,0.00139202
5377,7493,367441040,275817,WIG,40.64614167,-80.50015833,2014-02-17 14:30:39.890,35,8,"Montgomery Locks & Dam, Ohio River, PA",5.2,N,46,0.01450118,46,0.00140555
5378,7494,367441040,275817,WIG,40.64614333,-80.50015667,2014-02-17 15:00:59.493,35,8,"Montgomery Locks & Dam, Ohio River, PA",5.2,N,46,0.01450118,46,0.0014071
5379,7495,367441040,275817,WIG,40.64613167,-80.50016167,2014-02-17 15:30:10.340,35,8,"Montgomery Locks & Dam, Ohio River, PA",5.2,N,46,0.01450118,46,0.0013958
5380,7496,367441040,275817,WIG,40.64612333,-80.50016167,2014-02-17 16:00:01.173,35,8,"Montgomery Locks & Dam, Ohio River, PA",5.2,N,46,0.01450118,46,0.00138748
5381,7497,367441040,275817,WIG,40.64612667,-80.50016667,2014-02-17 16:30:39.497,35,8,"Montgomery Locks & Dam, Ohio River, PA",5.2,N,46,0.01450118,46,0.00139115
5382,7498,367441040,275817,WIG,40.646135,-80.50014,2014-02-17 17:00:41.503,35,8,"Montgomery Locks & Dam, Ohio River, PA",5.2,N,46,0.01450118,46,0.00139766
5383,7499,367441040,275817,WIG,40.64614,-80.50016,2014-02-17 17:30:01.430,35,8,"Montgomery Locks & Dam, Ohio River, PA",5.2,N,46,0.01450118,46,0.001404
5384,7500,367441040,275817,WIG,40.64611667,-80.50016,2014-02-17 18:01:29.813,35,8,"Montgomery Locks & Dam, Ohio River, PA",5.2,N,46,0.01450118,46,0.00138072
5385,7501,367441040,275817,WIG,40.64614667,-80.50018333,2014-02-17 18:30:10.817,35,8,"Montgomery Locks & Dam, Ohio River, PA",5.2,N,46,0.01450118,46,0.00141222
5386,7502,367441040,275817,WIG,40.64614333,-80.500155,2014-02-17 19:00:50.810,35,8,"Montgomery Locks & Dam, Ohio River, PA",5.2,N,46,0.01450118,46,0.00140698
5387,7503,367441040,275817,WIG,40.64614667,-80.50016667,2014-02-17 19:30:00.830,35,8,"Montgomery Locks & Dam, Ohio River, PA",5.2,N,46,0.01450118,46,0.0014111
5388,7504,367441040,275817,WIG,40.64613667,-80.50015833,2014-02-17 20:00:22.917,35,8,"Montgomery Locks & Dam, Ohio River, PA",5.2,N,46,0.01450118,46,0.00140056
5389,7505,367441040,275817,WIG,40.64613167,-80.50018333,2014-02-17 20:30:40.547,35,8,"Montgomery Locks & Dam, Ohio River, PA",5.2,N,46,0.01450118,46,0.00139726
5390,7506,367441040,275817,WIG,40.646145,-80.50015833,2014-02-17 21:00:00.537,35,8,"Montgomery Locks & Dam, Ohio River, PA",5.2,N,46,0.01450118,46,0.00140887
5391,7507,367441040,275817,WIG,40.64613167,-80.50018333,2014-02-17 21:30:00.163,35,8,"Montgomery Locks & Dam, Ohio River, PA",5.2,N,46,0.01450118,46,0.00139726
5392,7508,367441040,275817,WIG,40.64613667,-80.50015333,2014-02-17 22:00:20.927,35,8,"Montgomery Locks & Dam, Ohio River, PA",5.2,N,46,0.01450118,46,0.00140023
5393,7509,367441040,275817,WIG,40.646135,-80.500185,2014-02-17 22:30:39.213,35,8,"Montgomery Locks & Dam, Ohio River, PA",5.2,N,46,0.01450118,46,0.00140069
5394,7510,367441040,275817,WIG,40.64612833,-80.500155,2014-02-17 23:00:00.860,35,8,"Montgomery Locks & Dam, Ohio River, PA",5.2,N,46,0.01450118,46,0.00139202
5395,7511,367441040,275817,WIG,40.64613167,-80.50016333,2014-02-17 23:30:49.413,35,8,"Montgomery Locks & Dam, Ohio River, PA",5.2,N,46,0.01450118,46,0.00139591
5396,7512,367441040,275817,WIG,40.64614,-80.50015667,2014-02-18 00:00:00.233,35,8,"Montgomery Locks & Dam, Ohio River, PA",5.2,N,46,0.01450118,46,0.00140377
5397,7513,367441040,275817,WIG,40.64615,-80.50014333,2014-02-18 00:30:10.270,35,8,"Montgomery Locks & Dam, Ohio River, PA",5.2,N,46,0.01450118,46,0.00141285
5398,7514,367441040,275817,WIG,40.64614333,-80.50016167,2014-02-18 01:00:41.247,35,8,"Montgomery Locks & Dam, Ohio River, PA",5.2,N,46,0.01450118,46,0.00140743
5399,7515,367441040,275817,WIG,40.64614,-80.50016333,2014-02-18 01:30:29.440,35,8,"Montgomery Locks & Dam, Ohio River, PA",5.2,N,46,0.01450118,46,0.00140422
5400,7516,367441040,275817,WIG,40.64614333,-80.50015333,2014-02-18 02:00:01.320,35,8,"Montgomery Locks & Dam, Ohio River, PA",5.2,N,46,0.01450118,46,0.00140687
5401,7517,367441040,275817,WIG,40.64614,-80.50015833,2014-02-18 02:30:50.547,35,8,"Montgomery Locks & Dam, Ohio River, PA",5.2,N,46,0.01450118,46,0.00140389
5402,7518,367441040,275817,WIG,40.64613667,-80.500155,2014-02-18 03:00:30.913,35,8,"Montgomery Locks & Dam, Ohio River, PA",5.2,N,46,0.01450118,46,0.00140034
5403,7519,367441040,275817,WIG,40.64613667,-80.50018333,2014-02-18 03:30:30.483,35,8,"Montgomery Locks & Dam, Ohio River, PA",5.2,N,46,0.01450118,46,0.00140225
5404,7520,367441040,275817,WIG,40.646135,-80.50015833,2014-02-18 04:00:10.927,35,8,"Montgomery Locks & Dam, Ohio River, PA",5.2,N,46,0.01450118,46,0.0013989
5405,7521,367441040,275817,WIG,40.64613333,-80.500155,2014-02-18 04:30:10.637,35,8,"Montgomery Locks & Dam, Ohio River, PA",5.2,N,46,0.01450118,46,0.00139701
5406,7522,367441040,275817,WIG,40.64613167,-80.50015833,2014-02-18 05:00:50.050,35,8,"Montgomery Locks & Dam, Ohio River, PA",5.2,N,46,0.01450118,46,0.00139557
5407,7523,367441040,275817,WIG,40.64613833,-80.50015333,2014-02-18 05:30:41.243,35,8,"Montgomery Locks & Dam, Ohio River, PA",5.2,N,46,0.01450118,46,0.00140188
5408,7524,367441040,275817,WIG,40.64614167,-80.50017333,2014-02-18 06:00:51.390,35,8,"Montgomery Locks & Dam, Ohio River, PA",5.2,N,46,0.01450118,46,0.00140656
5409,7525,367441040,275817,WIG,40.646155,-80.50017667,2014-02-18 06:30:11.190,35,8,"Montgomery Locks & Dam, Ohio River, PA",5.2,N,46,0.01450118,46,0.00142009
5410,7526,367441040,275817,WIG,40.646145,-80.50015833,2014-02-18 07:00:10.063,35,8,"Montgomery Locks & Dam, Ohio River, PA",5.2,N,46,0.01450118,46,0.00140887
5411,7527,367441040,275817,WIG,40.64615,-80.50015333,2014-02-18 07:30:19.680,35,8,"Montgomery Locks & Dam, Ohio River, PA",5.2,N,46,0.01450118,46,0.00141353
5412,7528,367441040,275817,WIG,40.646145,-80.50016,2014-02-18 08:00:31.233,35,8,"Montgomery Locks & Dam, Ohio River, PA",5.2,N,46,0.01450118,46,0.00140899
5413,7529,367441040,275817,WIG,40.64614333,-80.50015667,2014-02-18 08:30:10.143,35,8,"Montgomery Locks & Dam, Ohio River, PA",5.2,N,46,0.01450118,46,0.0014071
5414,7530,367441040,275817,WIG,40.64614667,-80.50015333,2014-02-18 09:00:50.167,35,8,"Montgomery Locks & Dam, Ohio River, PA",5.2,N,46,0.01450118,46,0.0014102
5415,7531,367441040,275817,WIG,40.64615,-80.50016167,2014-02-18 09:30:50.830,35,8,"Montgomery Locks & Dam, Ohio River, PA",5.2,N,46,0.01450118,46,0.00141409
5416,7532,367441040,275817,WIG,40.64613833,-80.50016333,2014-02-18 10:01:19.603,35,8,"Montgomery Locks & Dam, Ohio River, PA",5.2,N,46,0.01450118,46,0.00140256
5417,7533,367441040,275817,WIG,40.64614167,-80.50015667,2014-02-18 10:30:29.923,35,8,"Montgomery Locks & Dam, Ohio River, PA",5.2,N,46,0.01450118,46,0.00140544
5418,7534,367441040,275817,WIG,40.64614,-80.50015833,2014-02-18 11:00:41.523,35,8,"Montgomery Locks & Dam, Ohio River, PA",5.2,N,46,0.01450118,46,0.00140389
5419,7535,367441040,275817,WIG,40.64614333,-80.50016167,2014-02-18 11:30:01.090,35,8,"Montgomery Locks & Dam, Ohio River, PA",5.2,N,46,0.01450118,46,0.00140743
5420,7536,367441040,275817,WIG,40.64614833,-80.50016833,2014-02-18 12:00:59.740,35,8,"Montgomery Locks & Dam, Ohio River, PA",5.2,N,46,0.01450118,46,0.00141287
5421,7537,367441040,275817,WIG,40.64640833,-80.499935,2014-02-18 23:40:43.433,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00165656
5422,7538,367441040,275817,WIG,40.64638833,-80.49994333,2014-02-19 00:02:23.310,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00163717
5423,7539,367441040,275817,WIG,40.64645,-80.49992333,2014-02-19 00:32:23.257,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00169735
5424,7540,367441040,275817,WIG,40.64643333,-80.49995833,2014-02-19 01:19:43.023,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00168308
5425,7541,367441040,275817,WIG,40.64637667,-80.49998667,2014-02-19 03:34:43.000,35,8,"Marathon Petroleum, Midland, PA",2.93,Y,46,0.01450118,46,0.00162846
5426,7542,367441040,275817,WIG,40.64638167,-80.499975,2014-02-19 04:10:22.150,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00163266
5427,7543,367441040,275817,WIG,40.64636167,-80.49996667,2014-02-19 05:43:03.317,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00161214
5428,7544,367441040,275817,WIG,40.64641667,-80.50002667,2014-02-19 06:07:33.280,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00167106
5429,7545,367441040,275817,WIG,40.64642333,-80.50002333,2014-02-19 07:29:23.843,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00167748
5430,7546,367441040,275817,WIG,40.64637667,-80.49996167,2014-02-19 07:40:22.480,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00162677
5431,7547,367441040,275817,WIG,40.646435,-80.49997333,2014-02-19 08:04:02.360,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00168576
5432,7548,367441040,275817,WIG,40.64637,-80.49998167,2014-02-19 08:32:44.037,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00162146
5433,7549,367441040,275817,WIG,40.64642667,-80.49999167,2014-02-19 16:29:04.000,35,8,"Marathon Petroleum, Midland, PA",2.93,Y,46,0.01450118,46,0.00167868
5434,7550,367441040,275817,WIG,40.64640667,-80.49996333,2014-02-20 01:37:20.000,35,8,"Marathon Petroleum, Midland, PA",2.93,Y,46,0.01450118,46,0.00165682
5435,7551,367441040,275817,WIG,40.646145,-80.50015333,2014-02-20 05:26:18.883,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00140854
5436,7552,367441040,275817,WIG,40.64639333,-80.49997833,2014-02-20 05:30:03.300,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00164452
5437,7553,367441040,275817,WIG,40.64641833,-80.49997,2014-02-20 06:00:23.550,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.0016689
5438,7554,367441040,275817,WIG,40.646395,-80.50000167,2014-02-20 06:30:03.530,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00164776
5439,7555,367441040,275817,WIG,40.64639667,-80.50000667,2014-02-20 07:00:42.150,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00164976
5440,7556,367441040,275817,WIG,40.64640833,-80.49994333,2014-02-20 07:30:03.623,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00165713
5441,7557,367441040,275817,WIG,40.64640833,-80.49997,2014-02-20 08:00:03.203,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00165892
5442,7558,367441040,275817,WIG,40.64639,-80.49997,2014-02-20 08:30:22.983,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00164063
5443,7559,367441040,275817,WIG,40.64641667,-80.49995167,2014-02-20 09:00:03.250,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00166601
5444,7560,367441040,275817,WIG,40.64640167,-80.49995333,2014-02-20 09:30:42.263,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00165115
5445,7561,367441040,275817,WIG,40.64641833,-80.49993833,2014-02-20 10:00:43.267,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00166677
5446,7562,367441040,275817,WIG,40.64639,-80.50000333,2014-02-20 10:30:43.113,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00164288
5447,7563,367441040,275817,WIG,40.64641667,-80.49998333,2014-02-20 11:00:22.910,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00166814
5448,7564,367441040,275817,WIG,40.64640833,-80.499965,2014-02-20 11:30:22.643,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00165859
5449,7565,367441040,275817,WIG,40.64634667,-80.49994833,2014-02-20 12:00:42.870,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00159594
5450,7566,367441040,275817,WIG,40.64635667,-80.49998833,2014-02-20 12:30:33.177,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00160861
5451,7567,367441040,275817,WIG,40.64634667,-80.50001333,2014-02-20 13:00:33.573,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00160032
5452,7568,367441040,275817,WIG,40.646375,-80.49998333,2014-02-20 13:30:23.573,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00162657
5453,7569,367441040,275817,WIG,40.64642833,-80.50001333,2014-02-20 14:00:03.347,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00168179
5454,7570,367441040,275817,WIG,40.64634333,-80.499975,2014-02-20 14:30:33.580,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00159441
5455,7571,367441040,275817,WIG,40.64641,-80.49996667,2014-02-20 15:00:23.387,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00166036
5456,7572,367441040,275817,WIG,40.64641833,-80.50000333,2014-02-20 15:30:03.627,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00167114
5457,7573,367441040,275817,WIG,40.646435,-80.49991167,2014-02-20 16:00:52.860,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.0016816
5458,7574,367441040,275817,WIG,40.64637167,-80.49999,2014-02-20 16:30:23.617,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00162369
5459,7575,367441040,275817,WIG,40.64640167,-80.49993667,2014-02-20 17:00:13.520,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00165003
5460,7576,367441040,275817,WIG,40.64645333,-80.49998333,2014-02-20 17:30:53.997,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00170472
5461,7577,367441040,275817,WIG,40.64635333,-80.499995,2014-02-20 18:00:55.153,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00160573
5462,7578,367441040,275817,WIG,40.64642167,-80.49993833,2014-02-20 18:30:41.897,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.0016701
5463,7579,367441040,275817,WIG,40.64641833,-80.49997333,2014-02-20 19:00:03.247,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00166912
5464,7580,367441040,275817,WIG,40.64639667,-80.49995167,2014-02-20 19:31:01.973,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00164605
5465,7581,367441040,275817,WIG,40.64639333,-80.49996833,2014-02-20 20:00:33.373,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00164384
5466,7582,367441040,275817,WIG,40.64639,-80.49999333,2014-02-20 20:30:42.433,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.0016422
5467,7583,367441040,275817,WIG,40.64635333,-80.49995667,2014-02-20 21:01:22.877,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00160315
5468,7584,367441040,275817,WIG,40.64650833,-80.49999167,2014-02-20 21:30:51.947,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00176015
5469,7585,367441040,275817,WIG,40.64639333,-80.49999167,2014-02-20 22:01:02.627,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00164542
5470,7586,367441040,275817,WIG,40.64638,-80.49998167,2014-02-20 22:30:32.633,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00163144
5471,7587,367441040,275817,WIG,40.64638167,-80.49997167,2014-02-20 23:00:22.040,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00163243
5472,7588,367441040,275817,WIG,40.64639167,-80.49996,2014-02-20 23:30:23.767,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00164163
5473,7589,367441040,275817,WIG,40.64638167,-80.499925,2014-02-21 00:00:42.540,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00162929
5474,7590,367441040,275817,WIG,40.646405,-80.499995,2014-02-21 00:30:41.750,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00165728
5475,7591,367441040,275817,WIG,40.64640833,-80.49998333,2014-02-21 01:00:42.970,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00165982
5476,7592,367441040,275817,WIG,40.64639333,-80.499975,2014-02-21 01:30:23.303,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00164429
5477,7593,367441040,275817,WIG,40.64639833,-80.49997667,2014-02-21 02:00:12.827,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00164939
5478,7594,367441040,275817,WIG,40.64641833,-80.50000167,2014-02-21 02:30:12.350,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00167103
5479,7595,367441040,275817,WIG,40.64641833,-80.49998333,2014-02-21 03:01:02.120,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.0016698
5480,7596,367441040,275817,WIG,40.64638833,-80.50000333,2014-02-21 03:30:43.700,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00164121
5481,7597,367441040,275817,WIG,40.64638333,-80.49999,2014-02-21 04:00:52.990,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00163533
5482,7598,367441040,275817,WIG,40.64637333,-80.49999333,2014-02-21 04:30:53.513,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00162557
5483,7599,367441040,275817,WIG,40.646355,-80.49996667,2014-02-21 05:00:02.800,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00160549
5484,7600,367441040,275817,WIG,40.64636333,-80.499995,2014-02-21 05:30:33.580,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00161571
5485,7601,367441040,275817,WIG,40.64641,-80.50003,2014-02-21 06:00:24.280,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00166463
5486,7602,367441040,275817,WIG,40.64639333,-80.49997333,2014-02-21 06:30:12.503,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00164418
5487,7603,367441040,275817,WIG,40.64642167,-80.49999167,2014-02-21 07:00:03.323,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00167369
5488,7604,367441040,275817,WIG,40.64645167,-80.49999,2014-02-21 07:30:22.867,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00170351
5489,7605,367441040,275817,WIG,40.64641667,-80.50001833,2014-02-21 08:00:22.617,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.0016705
5490,7606,367441040,275817,WIG,40.646415,-80.49997,2014-02-21 08:30:03.593,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00166558
5491,7607,367441040,275817,WIG,40.64639333,-80.499995,2014-02-21 09:00:03.507,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00164564
5492,7608,367441040,275817,WIG,40.64634667,-80.49999,2014-02-21 09:30:11.920,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00159875
5493,7609,367441040,275817,WIG,40.64640333,-80.49996333,2014-02-21 10:00:52.913,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00165348
5494,7610,367441040,275817,WIG,40.64641833,-80.5,2014-02-21 10:30:02.137,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00167092
5495,7611,367441040,275817,WIG,40.64642333,-80.49998333,2014-02-21 11:00:32.677,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00167479
5496,7612,367441040,275817,WIG,40.6464,-80.49999,2014-02-21 11:30:03.510,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00165196
5497,7613,367441040,275817,WIG,40.64641167,-80.49997333,2014-02-21 12:00:02.927,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00166248
5498,7614,367441040,275817,WIG,40.64641333,-80.49998167,2014-02-21 12:30:13.653,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.0016647
5499,7615,367441040,275817,WIG,40.64638333,-80.499965,2014-02-21 13:00:52.710,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00163364
5500,7616,367441040,275817,WIG,40.6464,-80.49996167,2014-02-21 13:30:11.887,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00165005
5501,7617,367441040,275817,WIG,40.64642167,-80.50000167,2014-02-21 14:00:02.363,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00167436
5502,7618,367441040,275817,WIG,40.64638667,-80.499985,2014-02-21 14:30:31.747,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00163832
5503,7619,367441040,275817,WIG,40.64641167,-80.49992,2014-02-21 15:00:03.160,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00165889
5504,7620,367441040,275817,WIG,40.64642,-80.49998167,2014-02-21 15:30:21.573,35,8,"Marathon Petroleum, Midland, PA",2.93,N,46,0.01450118,46,0.00167135
